"","observation_date","American Crow","American Goldfinch","American Kestrel","American Redstart","American Robin","Bald Eagle","Baltimore Oriole","Barn Swallow","Barred Owl","Bay-breasted Warbler","Belted Kingfisher","Black Vulture","Black-and-white Warbler","Black-billed Cuckoo","Black-crowned Night-Heron","Black-throated Blue Warbler","Black-throated Green Warbler","Blackpoll Warbler","Blue Grosbeak","Blue Jay","Blue-gray Gnatcatcher","Blue-headed Vireo","Blue-winged Teal","Bobolink","Broad-winged Hawk","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Canada Goose","Cape May Warbler","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Chestnut-sided Warbler","Chimney Swift","Chipping Sparrow","Chuck-will's-widow","Cliff Swallow","Common Grackle","Common Yellowthroat","Cooper's Hawk","Double-crested Cormorant","Downy Woodpecker","Eastern Bluebird","Eastern Kingbird","Eastern Meadowlark","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","Eastern Wood-Pewee","European Starling","Field Sparrow","Fish Crow","Forster's Tern","Grasshopper Sparrow","Gray Catbird","Great Blue Heron","Great Crested Flycatcher","Great Egret","Green Heron","Hairy Woodpecker","Hooded Warbler","House Finch","House Sparrow","House Wren","Indigo Bunting","Kentucky Warbler","Killdeer","Lark Sparrow","Least Sandpiper","Lesser Yellowlegs","Louisiana Waterthrush","Magnolia Warbler","Mallard","Mississippi Kite","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Flicker","Northern Mockingbird","Northern Parula","Northern Rough-winged Swallow","Northern Waterthrush","Orchard Oriole","Osprey","Ovenbird","Palm Warbler","Pileated Woodpecker","Pine Warbler","Prairie Warbler","Prothonotary Warbler","Purple Martin","Red-bellied Woodpecker","Red-eyed Vireo","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Rock Pigeon","Rose-breasted Grosbeak","Ruby-crowned Kinglet","Ruby-throated Hummingbird","Savannah Sparrow","Scarlet Tanager","Sharp-shinned Hawk","Solitary Sandpiper","Song Sparrow","Sora","Spotted Sandpiper","Summer Tanager","Swainson's Thrush","Tennessee Warbler","Tree Swallow","Tufted Titmouse","Turkey Vulture","Veery","Virginia Rail","Warbling Vireo","White-breasted Nuthatch","White-crowned Sparrow","White-eyed Vireo","White-throated Sparrow","Wild Turkey","Willow Flycatcher","Wilson's Snipe","Wood Duck","Wood Thrush","Worm-eating Warbler","Yellow Warbler","Yellow-billed Cuckoo","Yellow-breasted Chat","Yellow-rumped Warbler","Yellow-throated Vireo","Blackburnian Warbler","Cerulean Warbler","Nashville Warbler","Philadelphia Vireo","Red-headed Woodpecker","Swainson's Warbler","Swamp Sparrow","Common Nighthawk","Muscovy Duck","Purple Finch","Gray-cheeked Thrush","Great Horned Owl","Least Flycatcher","Red-breasted Nuthatch","Vesper Sparrow","Acadian Flycatcher","Bank Swallow","Canada Warbler","Wilson's Warbler","Yellow-throated Warbler","Dickcissel","American Woodcock","Olive-sided Flycatcher","Cattle Egret","Lincoln's Sparrow","Connecticut Warbler","Common Raven","Mourning Warbler","Mute Swan","Semipalmated Sandpiper","Marsh Wren","Semipalmated Plover","White-rumped Sandpiper","Yellow-bellied Sapsucker","Pine Siskin","American Bittern","Pectoral Sandpiper","Blue-winged Warbler","American Avocet","Black Tern","Yellow-bellied Flycatcher","Short-billed Dowitcher","Willet","Eastern Whip-poor-will","Eared Grebe","Horned Grebe","Golden-winged Warbler","Merlin","Caspian Tern","Laughing Gull","Orange-crowned Warbler","Pied-billed Grebe","Greater Yellowlegs","Brown Creeper","Golden-crowned Kinglet","Northern Harrier","Winter Wren","Hermit Thrush","Bonaparte's Gull","Northern Shoveler","American Coot","Dark-eyed Junco","Peregrine Falcon","Gadwall","Ring-necked Duck","American Pipit","Common Loon","Green-winged Teal","Northern Pintail","Surf Scoter","Fox Sparrow","Rusty Blackbird","Sedge Wren","Purple Gallinule","Hooded Merganser","Ring-billed Gull","American Black Duck","Ruddy Duck","American Wigeon","Bufflehead","Canvasback","Redhead","Lesser Scaup","Sandhill Crane","Red-breasted Merganser","Snow Goose","Greater Scaup","American White Pelican","Egyptian Goose","Herring Gull","Red-throated Loon","Greater White-fronted Goose","Ross's Goose","Red-necked Grebe","Common Merganser","Barn Owl","Eurasian Collared-Dove","Little Gull","Franklin's Gull","Black-bellied Whistling-Duck","Little Blue Heron"
"299",2023-02-23,70,7,1,NA,62,6,NA,NA,1,NA,4,17,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,2,11,1,NA,NA,55,44,NA,NA,NA,1,NA,NA,304,NA,2,41,20,52,NA,3,12,1,43,NA,29,17,4,NA,NA,NA,5,NA,NA,NA,NA,NA,43,7,NA,NA,NA,12,NA,NA,NA,NA,NA,29,NA,44,NA,90,6,13,NA,NA,NA,NA,1,NA,2,2,3,NA,NA,NA,24,NA,6,6,54,2,NA,3,NA,NA,NA,2,NA,33,NA,NA,NA,NA,NA,6,46,19,NA,NA,NA,11,NA,NA,37,2,NA,NA,3,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,72,NA,NA,2,NA,NA,NA,451,NA,NA,26,NA,6,40,NA,NA,NA,14,NA,NA,2,NA,NA,5,404,NA,NA,NA,NA,NA,53,1069,NA,4,NA,NA,218,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"300",2023-02-24,77,3,NA,NA,115,4,NA,NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,17,NA,NA,NA,NA,8,NA,NA,52,NA,NA,NA,NA,4,NA,NA,85,NA,2,124,16,30,NA,1,6,NA,30,NA,NA,1,3,NA,NA,NA,15,NA,NA,NA,4,NA,46,4,NA,NA,NA,10,NA,NA,NA,NA,NA,115,NA,42,NA,NA,11,20,NA,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,16,NA,3,3,51,5,NA,8,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,40,5,NA,NA,NA,NA,NA,NA,25,NA,NA,2,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,65,NA,1,6,NA,1,3,209,NA,1,37,NA,15,34,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,8,NA,4,174,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2023-02-25,40,4,NA,NA,59,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,2,1,19,NA,33,22,NA,NA,NA,NA,NA,NA,38,NA,1,33,16,12,NA,NA,3,NA,22,NA,29,2,2,NA,NA,NA,4,NA,NA,NA,2,NA,48,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,36,NA,49,3,9,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,12,NA,3,1,70,3,NA,2,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,2,31,NA,NA,NA,NA,10,NA,NA,16,NA,NA,NA,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,23,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2023-02-26,75,6,4,NA,162,3,NA,NA,NA,NA,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,123,NA,124,62,NA,NA,NA,8,NA,NA,84,NA,1,13,47,61,NA,3,14,NA,NA,NA,NA,51,8,NA,NA,NA,28,NA,NA,NA,5,NA,60,7,NA,NA,NA,25,NA,NA,NA,NA,NA,96,NA,58,NA,NA,13,40,NA,NA,NA,NA,1,NA,1,7,7,NA,NA,NA,40,NA,9,4,NA,18,NA,21,NA,NA,NA,1,NA,69,NA,NA,NA,NA,NA,4,88,2,NA,NA,NA,22,25,NA,54,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,NA,17,13,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,13,NA,NA,20,2,6,2,36,NA,NA,30,NA,NA,9,NA,NA,NA,NA,NA,4,8,NA,NA,NA,36,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,2,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2023-02-27,60,2,NA,NA,72,3,NA,NA,NA,NA,3,24,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,1,NA,NA,7,NA,2,122,NA,27,27,NA,NA,NA,3,NA,NA,63,NA,1,11,10,20,NA,2,4,NA,27,NA,122,13,2,NA,NA,NA,10,NA,NA,NA,1,NA,36,3,NA,NA,NA,14,NA,NA,NA,NA,NA,52,NA,30,NA,69,1,30,NA,NA,NA,NA,2,NA,5,1,2,NA,NA,NA,12,NA,4,2,34,10,NA,3,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,18,10,NA,NA,NA,6,2,NA,31,NA,NA,NA,13,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1,NA,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,14,NA,NA,1,1,NA,NA,65,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2023-02-28,63,8,3,NA,114,2,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,11,15,2,144,NA,66,70,25,NA,NA,3,NA,NA,15,NA,1,91,21,67,NA,5,23,NA,52,NA,22,43,6,NA,NA,NA,20,NA,NA,NA,5,NA,66,9,NA,NA,NA,9,NA,NA,NA,NA,NA,18,NA,52,NA,109,8,50,NA,NA,NA,NA,2,NA,2,5,4,NA,NA,NA,34,NA,6,3,60,13,NA,10,NA,2,NA,NA,NA,65,NA,NA,NA,NA,NA,14,64,109,NA,NA,NA,13,6,NA,44,NA,NA,1,13,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,3,NA,22,NA,20,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,4,NA,NA,2,7,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2023-03-01,58,8,NA,NA,82,3,NA,NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,6,9,3,63,NA,58,50,4,NA,NA,3,NA,NA,46,NA,1,37,21,41,NA,1,15,NA,40,NA,38,17,7,NA,NA,NA,12,NA,1,NA,4,NA,36,10,NA,NA,NA,1,NA,NA,NA,NA,NA,8,NA,28,NA,80,10,29,NA,NA,NA,NA,1,NA,NA,2,3,NA,NA,NA,25,NA,9,5,99,7,NA,5,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,15,33,30,NA,NA,NA,12,8,NA,22,NA,NA,NA,2,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,4,NA,1,1,8,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2023-03-02,59,5,3,NA,169,NA,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,8,25,NA,128,NA,57,41,4,NA,NA,4,NA,NA,72,NA,NA,13,17,37,NA,31,13,NA,38,NA,185,17,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,74,17,NA,NA,NA,114,NA,NA,NA,NA,NA,19,NA,56,2,112,7,34,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,23,NA,8,3,206,31,NA,5,NA,6,NA,NA,NA,39,NA,NA,NA,NA,NA,5,68,3,NA,NA,NA,9,3,NA,27,NA,NA,30,2,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,4,NA,1,1,NA,NA,1,15,NA,NA,30,NA,13,37,65,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2023-03-03,66,13,1,NA,145,10,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,3,57,NA,63,NA,41,37,NA,NA,NA,NA,NA,NA,24,NA,NA,10,15,10,NA,56,8,NA,32,NA,414,26,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,45,3,NA,NA,NA,95,NA,NA,NA,NA,NA,7,NA,29,NA,57,3,14,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,20,NA,2,3,143,30,NA,1,NA,28,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,6,3,NA,33,1,NA,54,3,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,20,NA,1,NA,8,NA,NA,NA,NA,2,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2023-03-04,NA,NA,NA,NA,75,5,NA,NA,2,NA,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43,NA,85,NA,NA,NA,NA,NA,NA,NA,39,NA,2,34,27,44,NA,NA,NA,NA,NA,NA,113,69,NA,NA,NA,NA,9,NA,NA,NA,2,NA,NA,10,NA,NA,NA,21,NA,NA,NA,NA,NA,36,NA,NA,NA,130,8,30,NA,NA,NA,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA,17,8,NA,34,NA,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,46,NA,NA,NA,NA,5,NA,NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,NA,1,5,5,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2023-03-05,85,12,NA,NA,67,2,NA,NA,1,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,2,NA,NA,99,66,NA,NA,NA,3,NA,NA,30,NA,3,87,24,53,NA,9,16,NA,NA,NA,35,28,9,NA,NA,NA,18,NA,NA,NA,7,NA,46,5,NA,NA,NA,23,NA,NA,NA,NA,NA,27,NA,31,NA,131,9,35,NA,NA,NA,NA,4,NA,1,3,5,NA,NA,NA,28,NA,8,3,24,14,NA,17,NA,NA,NA,1,NA,60,NA,NA,NA,NA,NA,21,NA,18,NA,NA,NA,16,15,NA,43,1,NA,NA,5,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,16,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,13,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"310",2023-03-06,NA,10,NA,NA,NA,3,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,3,3,3,117,NA,105,61,4,NA,NA,4,NA,NA,NA,NA,1,54,38,18,NA,1,17,NA,26,NA,48,11,3,NA,NA,NA,19,NA,NA,NA,2,NA,31,17,NA,NA,NA,2,NA,NA,NA,NA,NA,8,NA,41,NA,142,11,23,NA,NA,NA,NA,9,NA,NA,5,3,NA,NA,NA,33,NA,7,NA,21,NA,NA,5,NA,4,NA,NA,NA,24,NA,NA,NA,NA,NA,10,55,NA,NA,NA,NA,13,NA,NA,87,NA,NA,NA,6,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,NA,6,4,NA,5,2,98,NA,NA,27,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,105,NA,NA,2,NA,NA,47,8,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"311",2023-03-07,82,12,4,NA,145,11,NA,NA,NA,NA,5,21,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,2,NA,NA,4,9,1,131,NA,78,66,NA,NA,NA,7,NA,NA,43,NA,2,59,26,58,NA,1,20,NA,45,NA,39,43,5,NA,NA,NA,19,NA,NA,NA,4,NA,54,17,NA,NA,NA,10,NA,NA,NA,NA,NA,43,NA,67,NA,124,11,43,NA,NA,NA,NA,13,NA,NA,7,2,NA,NA,NA,35,NA,8,15,48,39,NA,11,NA,15,NA,NA,NA,76,NA,NA,NA,NA,NA,44,84,74,NA,NA,NA,15,16,NA,44,NA,NA,NA,5,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,4,NA,3,NA,12,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,2,64,NA,1,2,NA,NA,2,93,NA,1,26,NA,NA,5,NA,NA,NA,NA,NA,1,22,NA,NA,NA,14,NA,NA,NA,NA,NA,2,38,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"312",2023-03-08,114,52,3,NA,135,4,NA,2,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,2,23,2,96,NA,NA,58,NA,NA,NA,7,NA,NA,2,NA,2,53,33,30,NA,16,NA,NA,39,NA,121,22,2,NA,NA,NA,16,NA,NA,NA,5,NA,42,9,NA,NA,NA,7,NA,NA,NA,NA,NA,50,NA,NA,NA,78,13,34,NA,NA,NA,NA,11,NA,NA,2,1,NA,NA,NA,32,NA,8,5,NA,9,NA,10,NA,2,NA,NA,NA,25,NA,NA,NA,NA,NA,113,80,27,NA,NA,NA,18,15,NA,71,16,NA,30,4,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,3,21,NA,3,5,NA,3,5,3,NA,5,34,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,2,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA
"313",2023-03-09,60,14,NA,NA,87,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,9,8,NA,37,NA,45,32,NA,NA,NA,4,NA,NA,28,NA,NA,43,18,23,NA,7,9,NA,28,NA,22,13,1,NA,NA,NA,10,NA,NA,NA,2,NA,32,7,NA,NA,NA,10,NA,NA,NA,NA,NA,24,NA,28,NA,73,10,23,NA,NA,NA,NA,7,NA,NA,3,1,NA,NA,1,14,NA,4,2,7,10,NA,4,NA,2,NA,1,NA,12,NA,NA,NA,NA,NA,259,39,4,NA,NA,NA,9,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,43,NA,5,5,NA,2,1,58,NA,NA,32,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"314",2023-03-10,97,22,1,NA,76,4,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,5,8,1,52,NA,41,43,4,NA,NA,4,NA,NA,15,NA,2,38,20,15,NA,9,6,NA,35,NA,124,7,4,NA,NA,NA,7,NA,NA,NA,2,NA,49,17,NA,NA,NA,19,NA,NA,NA,NA,NA,22,NA,25,NA,65,9,22,NA,NA,NA,NA,9,NA,NA,NA,4,NA,NA,NA,17,NA,8,4,31,9,NA,1,NA,1,NA,NA,NA,43,NA,NA,NA,NA,NA,100,37,11,NA,NA,NA,12,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,28,NA,NA,NA,NA,NA,2,31,NA,NA,29,NA,NA,30,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"315",2023-03-11,65,12,1,NA,NA,6,NA,NA,NA,NA,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12,NA,1,NA,NA,68,NA,50,NA,NA,4,NA,10,15,NA,1,67,24,56,NA,15,22,3,NA,NA,62,83,NA,NA,NA,NA,14,NA,NA,NA,2,NA,49,9,NA,NA,NA,15,NA,NA,NA,NA,NA,24,NA,44,NA,NA,8,44,NA,1,NA,NA,7,NA,2,4,2,NA,NA,NA,34,NA,7,7,NA,41,NA,7,NA,8,NA,3,NA,48,NA,NA,NA,NA,NA,83,67,25,NA,NA,NA,13,2,NA,55,NA,NA,NA,10,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,14,NA,34,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,15,NA,2,13,1,2,15,2,NA,NA,17,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"316",2023-03-12,63,8,NA,NA,250,2,NA,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,9,13,1,98,NA,41,35,2,NA,NA,14,NA,NA,505,NA,1,46,15,20,NA,2,10,NA,28,NA,NA,5,6,NA,NA,NA,19,NA,NA,NA,1,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,30,NA,82,6,31,NA,1,NA,NA,9,NA,NA,1,1,NA,NA,NA,26,NA,2,NA,NA,6,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139,37,1,NA,NA,NA,5,3,NA,35,1,NA,NA,7,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,56,NA,NA,2,NA,NA,2,108,NA,12,24,NA,5,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,2,NA,13,NA,NA,42,NA,NA,NA,19,NA,NA,5,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA
