"","observation_date","American Coot","American Crow","American Goldfinch","American Robin","American Woodcock","Bald Eagle","Belted Kingfisher","Black Vulture","Black-crowned Night-Heron","Blue Jay","Bonaparte's Gull","Brown Thrasher","Brown-headed Nuthatch","Bufflehead","Canada Goose","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Cooper's Hawk","Dark-eyed Junco","Downy Woodpecker","Eastern Bluebird","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","European Starling","Field Sparrow","Gadwall","Golden-crowned Kinglet","Great Blue Heron","Great Horned Owl","Green-winged Teal","Hairy Woodpecker","Hermit Thrush","Hooded Merganser","Horned Grebe","House Finch","House Sparrow","Killdeer","Mallard","Mourning Dove","Northern Cardinal","Northern Flicker","Northern Harrier","Northern Mockingbird","Northern Shoveler","Palm Warbler","Pied-billed Grebe","Pileated Woodpecker","Pine Warbler","Purple Finch","Red-bellied Woodpecker","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Ring-billed Gull","Ring-necked Duck","Rock Pigeon","Ruby-crowned Kinglet","Song Sparrow","Swamp Sparrow","Tufted Titmouse","Turkey Vulture","White-breasted Nuthatch","White-crowned Sparrow","White-throated Sparrow","Winter Wren","Yellow-bellied Sapsucker","Yellow-rumped Warbler","Yellow-throated Warbler","American Kestrel","American Pipit","Chipping Sparrow","Common Yellowthroat","Eastern Meadowlark","Fox Sparrow","Horned Lark","Merlin","Orange-crowned Warbler","Rusty Blackbird","Savannah Sparrow","Wilson's Snipe","Wood Duck","Brown-headed Cowbird","Brown Creeper","American Wigeon","Lesser Scaup","Redhead","Ruddy Duck","Sharp-shinned Hawk","Double-crested Cormorant","Fish Crow","Red-breasted Merganser","Barred Owl","Herring Gull","Pine Siskin","Wild Turkey","Nashville Warbler","Common Grackle","Rufous Hummingbird","American Black Duck","Common Goldeneye","Northern Pintail","Lesser Black-backed Gull","Muscovy Duck","Common Loon","Vesper Sparrow","Greater Yellowlegs","Great Egret","Tree Swallow","Osprey","White-winged Scoter","Virginia Rail","Ross's Goose","Canvasback","Blue-winged Teal","Greater Scaup","Barn Owl","Eastern Whip-poor-will","Northern Rough-winged Swallow","Common Raven","Purple Martin","Lesser Yellowlegs","Barn Swallow","Blue-gray Gnatcatcher","Cliff Swallow","Northern Bobwhite","Black-and-white Warbler","Blue-headed Vireo","Black-throated Green Warbler","Pectoral Sandpiper","Red-headed Woodpecker","Chimney Swift","White-eyed Vireo","Louisiana Waterthrush","Broad-winged Hawk","Caspian Tern","Eastern Kingbird","Solitary Sandpiper","Black-throated Blue Warbler","Green Heron","Northern Parula","Ruby-throated Hummingbird","Worm-eating Warbler","Yellow Warbler","Indigo Bunting","Marsh Wren","Spotted Sandpiper","Yellow-throated Vireo","Hooded Warbler","House Wren","Rose-breasted Grosbeak","Ovenbird","Prairie Warbler","American Redstart","Red-eyed Vireo","Scarlet Tanager","Prothonotary Warbler","Wood Thrush","Forster's Tern","Cerulean Warbler","Blackburnian Warbler","Blue-winged Warbler","Gray Catbird","Orchard Oriole","Semipalmated Sandpiper","Baltimore Oriole","Blackpoll Warbler","Blue Grosbeak","Cape May Warbler","Northern Waterthrush","Summer Tanager","Swainson's Warbler","Tennessee Warbler","Yellow-billed Cuckoo","Great Crested Flycatcher","Chuck-will's-widow","Acadian Flycatcher","Yellow-breasted Chat","Bobolink","Chestnut-sided Warbler","Eastern Wood-Pewee","Kentucky Warbler","Sora","Black-billed Cuckoo","American Bittern","Common Nighthawk","Grasshopper Sparrow","Magnolia Warbler","Golden-winged Warbler","Swainson's Thrush","Bay-breasted Warbler","Canada Warbler","Warbling Vireo","Willow Flycatcher","Gray-cheeked Thrush","Veery","Bank Swallow","Philadelphia Vireo","Lincoln's Sparrow","Snowy Egret","Dickcissel","Mourning Warbler","Sedge Wren","Alder Flycatcher","Cattle Egret","Little Blue Heron","Black Tern","Eurasian Collared-Dove","Least Sandpiper","Red-breasted Nuthatch","Wilson's Warbler","Surf Scoter","Bohemian Waxwing","Snow Goose","Greater White-fronted Goose","Franklin's Gull","Brewer's Blackbird","Graylag Goose","Peregrine Falcon","Sandhill Crane","Common Merganser","Long-tailed Duck","American White Pelican","Dunlin","White-winged Dove","Lark Sparrow","Swallow-tailed Kite","White-rumped Sandpiper","Western Sandpiper","Willet","Olive-sided Flycatcher","Mississippi Kite","Common Gallinule","Helmeted Guineafowl","Upland Sandpiper","Least Flycatcher","American Avocet","Brant","Golden Eagle","Cackling Goose","Harris's Sparrow","Indian Peafowl","Mute Swan","Yellow-crowned Night-Heron","White-faced Ibis","Connecticut Warbler","Mandarin Duck","Clay-colored Sparrow","Nelson's Sparrow","Whooping Crane","Red-necked Grebe","Ring-necked Pheasant","American Golden-Plover","Yellow-bellied Flycatcher","Semipalmated Plover","Black-headed Parrot","Laughing Gull","Nanday Parakeet","Long-billed Dowitcher","Red Junglefowl","Brown Pelican","Ruffed Grouse","Egyptian Goose","Evening Grosbeak","Northern Saw-whet Owl","Black Scoter","Red-throated Loon","Loggerhead Shrike","Red-necked Phalarope","Common Tern","Painted Bunting","Short-billed Dowitcher","Eared Grebe","Purple Gallinule"
"1598",2020-05-17,NA,45,37,104,NA,NA,5,30,NA,63,NA,18,NA,NA,211,60,73,129,3,NA,36,49,15,3,95,47,NA,NA,NA,34,NA,NA,3,NA,NA,NA,50,2,7,50,57,160,5,NA,55,NA,NA,NA,4,2,NA,44,5,8,69,NA,NA,10,NA,31,NA,69,24,24,NA,NA,NA,NA,NA,NA,1,NA,14,49,12,NA,NA,NA,NA,NA,1,NA,7,46,NA,NA,NA,NA,NA,NA,23,2,NA,1,NA,NA,6,NA,45,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,69,4,NA,6,NA,NA,NA,NA,NA,NA,14,NA,23,NA,31,31,330,24,NA,NA,NA,NA,NA,19,12,1,2,NA,20,NA,NA,8,12,6,2,NA,58,NA,3,6,2,4,2,2,6,NA,29,5,6,13,NA,NA,NA,NA,8,5,NA,NA,NA,7,NA,NA,11,NA,NA,20,10,1,1,29,NA,NA,12,2,NA,2,NA,NA,8,NA,NA,6,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599",2020-05-18,NA,37,13,33,NA,NA,1,6,2,NA,NA,13,NA,NA,132,35,43,8,1,NA,NA,26,10,NA,45,27,36,NA,NA,16,NA,NA,NA,NA,NA,NA,48,NA,2,65,44,94,3,NA,44,NA,NA,NA,4,1,NA,NA,1,3,33,NA,NA,10,NA,21,NA,33,6,12,NA,NA,NA,NA,NA,NA,1,NA,6,24,NA,NA,NA,NA,NA,NA,NA,NA,22,28,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,NA,4,NA,NA,NA,NA,NA,NA,17,NA,9,NA,17,10,200,16,NA,NA,NA,NA,1,10,2,2,NA,NA,5,NA,NA,1,1,1,NA,1,22,NA,NA,2,NA,5,NA,NA,4,NA,6,3,1,3,NA,NA,NA,NA,4,10,NA,NA,NA,2,NA,NA,3,NA,NA,12,6,NA,NA,13,NA,NA,5,2,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",2020-05-19,NA,40,21,80,NA,NA,1,3,NA,29,NA,20,NA,NA,71,52,41,125,2,NA,17,31,5,NA,60,80,26,NA,NA,5,1,NA,NA,NA,NA,NA,69,NA,2,10,54,100,5,NA,32,NA,NA,NA,4,7,NA,19,6,2,27,NA,NA,16,NA,37,NA,35,NA,4,NA,NA,NA,NA,NA,NA,1,NA,4,10,2,NA,NA,NA,NA,NA,NA,NA,2,21,NA,NA,NA,NA,NA,NA,18,1,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,1,NA,2,NA,NA,NA,NA,NA,NA,12,NA,15,NA,55,6,181,3,1,NA,NA,NA,2,31,4,NA,NA,NA,4,NA,NA,2,2,NA,NA,NA,16,NA,1,NA,NA,6,NA,NA,NA,1,5,3,2,8,NA,NA,NA,NA,21,9,1,NA,NA,4,NA,NA,4,NA,NA,2,10,NA,NA,11,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601",2020-05-20,NA,67,30,121,NA,2,2,10,NA,NA,NA,20,NA,NA,NA,62,67,NA,2,NA,30,59,3,NA,63,144,18,NA,NA,16,NA,NA,3,NA,NA,NA,69,1,9,6,49,NA,1,NA,NA,NA,NA,NA,5,4,NA,27,5,5,40,NA,NA,NA,NA,33,NA,31,13,7,NA,NA,NA,NA,NA,NA,NA,NA,6,11,5,NA,NA,NA,NA,NA,2,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,14,NA,1,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,50,4,NA,6,NA,NA,2,NA,3,26,13,NA,1,NA,16,NA,NA,1,4,1,1,5,NA,NA,2,3,1,3,1,1,1,1,21,3,NA,8,NA,NA,NA,NA,11,11,NA,1,NA,7,1,NA,2,NA,NA,5,6,NA,1,NA,NA,2,10,NA,NA,1,NA,NA,NA,3,NA,9,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602",2020-05-21,NA,24,27,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,39,NA,58,57,3,NA,NA,31,7,NA,50,18,13,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA,4,10,50,NA,2,NA,34,NA,NA,NA,2,3,NA,22,1,2,14,NA,NA,15,NA,NA,NA,32,3,7,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,9,19,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,1,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,9,NA,11,6,160,3,1,NA,4,NA,2,21,1,NA,1,NA,5,NA,NA,NA,NA,3,NA,3,4,NA,NA,1,1,4,NA,1,1,5,20,3,NA,6,NA,1,7,NA,4,4,NA,NA,1,2,NA,NA,1,NA,1,NA,6,NA,NA,3,NA,6,9,NA,NA,1,NA,1,NA,7,NA,2,7,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603",2020-05-22,NA,NA,33,NA,NA,NA,2,14,NA,NA,NA,22,1,NA,85,NA,53,54,1,NA,25,38,10,NA,NA,70,33,NA,NA,NA,1,NA,3,NA,NA,NA,57,NA,3,23,46,NA,3,NA,40,NA,NA,NA,4,2,NA,27,2,2,17,NA,NA,NA,NA,15,NA,43,3,9,NA,NA,NA,NA,NA,1,2,NA,8,29,1,NA,NA,NA,NA,NA,NA,NA,9,24,NA,NA,NA,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,14,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,14,NA,19,13,100,15,NA,NA,NA,NA,1,7,5,NA,NA,NA,5,NA,NA,1,4,3,NA,NA,35,NA,1,1,1,1,NA,1,NA,1,12,2,7,11,NA,NA,NA,NA,3,8,NA,NA,NA,4,NA,NA,5,NA,NA,9,13,NA,3,22,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604",2020-05-23,NA,35,20,87,NA,1,4,5,NA,66,NA,22,3,NA,NA,64,53,53,2,NA,21,30,6,1,54,54,13,NA,NA,8,NA,NA,NA,NA,NA,NA,51,4,12,36,57,96,4,NA,43,NA,NA,NA,3,6,NA,18,2,1,49,NA,NA,3,NA,9,NA,32,3,17,NA,NA,NA,NA,NA,NA,NA,NA,5,4,9,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,2,NA,34,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,40,12,NA,NA,NA,NA,NA,NA,NA,1,8,NA,1,NA,55,6,2,NA,3,NA,1,NA,4,NA,1,NA,4,NA,7,NA,NA,1,4,5,NA,NA,8,NA,NA,2,2,1,NA,3,1,NA,15,4,2,8,1,NA,NA,NA,3,5,NA,1,1,4,NA,NA,4,NA,NA,4,8,1,NA,3,NA,NA,9,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605",2020-05-24,NA,30,26,39,NA,NA,1,5,NA,41,NA,15,NA,NA,148,46,54,80,NA,NA,20,19,2,NA,56,13,20,NA,NA,4,NA,NA,1,NA,NA,NA,46,3,5,7,24,97,6,NA,17,NA,NA,NA,1,1,NA,28,5,5,8,NA,NA,NA,NA,16,NA,32,8,9,NA,NA,NA,NA,NA,NA,2,NA,2,17,3,NA,NA,NA,NA,NA,NA,NA,16,11,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,35,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,NA,2,6,5,4,NA,NA,NA,NA,2,32,1,1,NA,NA,7,NA,NA,1,3,6,NA,NA,19,NA,NA,1,NA,4,NA,NA,NA,1,12,NA,2,4,NA,NA,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,7,NA,1,9,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606",2020-05-25,NA,14,10,NA,NA,NA,NA,6,NA,30,NA,13,1,NA,NA,35,41,90,1,NA,16,39,10,NA,NA,NA,25,NA,NA,14,NA,NA,2,NA,NA,NA,29,NA,NA,8,26,80,NA,NA,NA,NA,NA,NA,3,3,NA,25,2,2,18,NA,NA,10,NA,6,NA,23,10,10,NA,NA,NA,NA,NA,NA,NA,NA,6,13,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,8,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,12,NA,9,11,50,6,NA,NA,NA,NA,2,1,3,1,NA,NA,3,NA,NA,2,3,2,NA,NA,21,NA,NA,2,2,1,NA,1,NA,NA,17,3,3,5,NA,NA,NA,NA,3,2,NA,NA,NA,4,NA,NA,9,NA,NA,7,8,NA,NA,14,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607",2020-05-26,NA,14,11,59,NA,NA,2,1,NA,22,NA,20,3,NA,69,17,31,9,2,NA,6,18,5,NA,36,65,32,NA,NA,8,NA,NA,3,NA,NA,NA,40,4,1,45,29,60,1,NA,31,NA,NA,NA,1,4,NA,20,NA,NA,23,NA,NA,9,NA,16,NA,21,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,15,14,NA,NA,NA,NA,NA,NA,22,NA,NA,1,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,7,7,125,9,NA,NA,NA,NA,NA,11,3,NA,NA,NA,3,NA,NA,2,1,1,NA,NA,20,NA,NA,NA,NA,2,NA,NA,1,NA,3,2,2,6,NA,NA,NA,NA,7,6,NA,1,NA,3,NA,NA,3,NA,NA,2,6,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608",2020-05-27,NA,40,60,49,NA,2,NA,7,NA,22,NA,19,NA,NA,121,37,46,81,2,NA,14,40,9,NA,54,36,43,NA,NA,11,NA,NA,6,NA,NA,NA,35,2,2,NA,32,95,2,NA,33,NA,NA,NA,4,2,NA,19,4,1,35,NA,NA,22,NA,39,NA,22,6,6,NA,NA,NA,NA,NA,NA,2,NA,3,27,4,NA,NA,NA,NA,NA,NA,NA,5,26,NA,NA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,40,7,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,7,NA,NA,9,NA,9,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,10,NA,NA,3,2,2,NA,NA,29,NA,1,NA,NA,2,NA,NA,NA,NA,11,2,NA,2,NA,NA,NA,NA,7,8,NA,NA,NA,12,NA,NA,1,NA,NA,4,2,NA,NA,9,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609",2020-05-28,NA,14,7,44,NA,NA,2,3,NA,30,NA,11,1,NA,104,25,31,3,1,NA,4,18,3,NA,29,21,27,NA,NA,11,1,NA,1,NA,NA,NA,33,NA,NA,12,NA,51,NA,NA,30,NA,NA,NA,2,3,NA,16,2,NA,8,NA,NA,4,NA,10,NA,22,1,9,NA,NA,NA,NA,NA,NA,NA,NA,2,12,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,21,4,100,4,NA,NA,NA,NA,3,11,3,NA,NA,NA,2,NA,NA,NA,4,1,NA,NA,13,NA,NA,1,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,5,NA,NA,1,NA,NA,4,2,1,NA,7,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610",2020-05-29,NA,15,20,38,NA,NA,2,3,NA,31,NA,12,NA,NA,2,26,36,3,3,NA,17,20,7,NA,36,43,29,NA,NA,8,NA,NA,3,NA,NA,NA,32,NA,NA,18,18,74,1,NA,22,NA,NA,NA,1,3,NA,19,2,2,12,NA,NA,2,NA,13,NA,27,5,19,NA,NA,NA,NA,NA,NA,1,NA,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,16,12,89,5,NA,NA,NA,NA,NA,7,1,NA,1,NA,6,NA,NA,1,1,3,NA,NA,24,NA,NA,1,2,2,NA,1,NA,NA,3,3,2,6,NA,NA,NA,NA,2,2,NA,NA,NA,5,NA,NA,7,NA,NA,1,7,NA,NA,22,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611",2020-05-30,NA,21,14,NA,1,1,NA,15,NA,24,NA,NA,NA,NA,78,30,47,2,1,NA,13,28,6,NA,31,66,4,NA,NA,16,NA,NA,2,NA,NA,NA,25,1,1,9,20,75,2,NA,28,NA,NA,NA,3,2,NA,21,2,2,22,NA,NA,10,NA,13,NA,33,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,52,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,16,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,12,3,138,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2,NA,NA,1,1,5,NA,NA,8,NA,NA,2,NA,1,NA,1,NA,NA,11,5,1,3,NA,NA,NA,NA,2,2,NA,NA,NA,2,NA,NA,2,NA,NA,3,9,2,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612",2020-05-31,NA,25,24,69,NA,NA,5,17,NA,23,NA,14,NA,NA,168,52,51,6,NA,NA,23,28,12,NA,38,140,19,NA,NA,28,NA,NA,3,NA,NA,NA,50,2,3,22,43,100,4,NA,67,NA,NA,NA,1,3,NA,16,5,5,54,NA,NA,21,NA,26,NA,32,20,8,NA,NA,NA,NA,NA,NA,NA,NA,1,12,1,NA,NA,NA,NA,NA,NA,NA,7,32,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,44,12,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,7,NA,21,10,97,8,NA,1,NA,NA,1,6,3,NA,NA,NA,10,NA,NA,2,1,6,NA,NA,20,NA,NA,1,NA,2,NA,1,NA,NA,8,3,6,7,NA,NA,NA,NA,2,7,NA,NA,NA,3,NA,NA,6,NA,NA,5,5,1,NA,12,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
